"name","url","poem"
"70-200mm F2.8 DG OS HSM","https://www.sigma-global.com/jp/lenses/cas/product/sports/s_70_200_28/","プロの厳しい要求に応える、 フラッグシップ大口径望遠ズームレンズ"
"120-300mm F2.8 DG OS HSM","https://www.sigma-global.com/jp/lenses/cas/product/sports/s_120_300_28/","最高レベルの光学性能はそのままに 撮影者本位の使い勝手を洗練。 300mm大口径望遠ズーム、新ラインで登場。"
"150-600mm F5-6.3 DG OS HSM","https://www.sigma-global.com/jp/lenses/cas/product/sports/s_150_600_5_63/","高性能、高品位。写真家のハードな要求に応えきる、 超望遠ズームレンズのハイエンドモデル、登場。"
"500mm F4 DG OS HSM","https://www.sigma-global.com/jp/lenses/cas/product/sports/s_500_4/","Sportsラインのフラッグシップ･レンズ、登場"
"8-16mm F4.5-5.6 DC HSM","https://www.sigma-global.com/jp/lenses/others/wide/8_16_45_56/","世界初、8mmをカバーする デジタル専用超広角ズームレンズ"
"10-20mm F3.5 EX DC HSM","https://www.sigma-global.com/jp/lenses/others/wide/10_20_35/","ズーム全域で開放値F3.5の明るさを実現した、 デジタル専用の超広角ズームレンズ"
"17-50mm F2.8 EX DC OS HSM","https://www.sigma-global.com/jp/lenses/others/standard/17_50_28/","17mmをカバーする、手ブレ補正機構搭載 デジタル専用大口径標準ズームレンズ"
"18-250mm F3.5-6.3 DC MACRO OS HSM","https://www.sigma-global.com/jp/lenses/others/standard/18_250_35_63_macro/","高性能、コンパクトなデジタル専用高倍率ズームレンズ"
"4.5mm F2.8 EX DC CIRCULAR FISHEYE HSM","https://www.sigma-global.com/jp/lenses/others/wide/45_28/","APS-Cサイズデジタル一眼レフで唯一の円周魚眼レンズ"
"APO 200-500mm F2.8 / 400-1000mm F5.6 EX DG","https://www.sigma-global.com/jp/lenses/others/tele/200_500_28/","500mmでF2.8、1000mmでF5.6を実現した 大口径超望遠ズームレンズ"
"APO 300-800mm F5.6 EX DG HSM","https://www.sigma-global.com/jp/lenses/others/tele/300_800_56/","800mmまでのデジタル対応超望遠ズームレンズ"
"8mm F3.5 EX DG CIRCULAR FISHEYE","https://www.sigma-global.com/jp/lenses/others/wide/8_35/","開放F値3.5、近接撮影可能なデジタル対応円周魚眼レンズ"
"15mm F2.8 EX DG DIAGONAL FISHEYE","https://www.sigma-global.com/jp/lenses/others/wide/15_28/","デジタルに対応した、オートフォーカス対角線魚眼レンズ"
"MACRO 105mm F2.8 EX DG OS HSM","https://www.sigma-global.com/jp/lenses/others/macro/105_28_os/","手ブレ補正OS(Optical Stabilizer)機構搭載の 高性能大口径中望遠マクロレンズ"
"APO MACRO 150mm F2.8 EX DG OS HSM","https://www.sigma-global.com/jp/lenses/others/macro/150_28_os/","最新の光学設計技術により更なる高画質化を実現した、 手ブレ補正OS機構搭載の大口径望遠マクロレンズ"
"APO MACRO 180mm F2.8 EX DG OS HSM","https://www.sigma-global.com/jp/lenses/others/macro/180_28_os/","大口径望遠マクロレンズのフラッグシップ機"
